transaction_id,timestamp,amount,hour_of_day,day_of_week,is_weekend,merchant_category,device_type,location_country,new_device,transaction_count_1h,transaction_count_24h,time_since_last_transaction,is_unusual_amount,customer_age_bucket,account_age_days,is_home_location,device_risk_score,merchant_risk_score,account_risk_score,amount_log,amount_zscore,avg_transaction_amount_24h,location_change_distance,is_trusted_merchant,is_fraud
TXN00000020,2024-05-28 17:36:00,3.5191000278011475,14,1,1,Healthcare,Web,India,0,5,22,1393,1,55+,101,0,0.004457613425603246,0.23936361617254387,0.6181986035501841,4.876388616973062,0.40780285417747275,1184.1642112454888,748.7940825619784,1,0
TXN00000021,2024-05-08 07:39:00,218.18516183677616,16,4,0,Online Shopping,Web,India,0,6,3,82,0,46-55,2277,0,0.2794528084114971,0.9080049328290178,0.894949828285624,3.725556803106311,-1.8453616579207393,2001.5831564810449,446.2962256447488,0,0
TXN00000022,2024-08-29 06:49:00,581.3541421435852,14,6,0,Online Shopping,Mobile App,India,0,9,36,675,0,36-45,119,0,0.20640024108918387,0.16955014443437388,0.1247237993080954,4.1473920115839125,0.9735727616133478,4842.945977209125,397.0152527773059,1,0
TXN00000023,2024-10-19 23:49:00,275.3120888449428,9,2,1,Entertainment,Mobile App,India,1,8,21,806,0,18-25,2037,0,0.7993703914620542,0.12751789074239595,0.13341968530984127,4.855438681314796,-0.5853930827622034,3138.8612326447774,169.75152693585815,0,0
TXN00000024,2024-06-28 17:15:00,473.16019717101096,3,3,0,Entertainment,POS Terminal,India,0,4,42,91,0,36-45,952,0,0.03900176394072008,0.8949230722234409,0.3085101448348616,4.174540919767527,0.5870699989086677,676.259044675287,164.2155842723283,1,0
TXN00000025,2024-12-03 15:52:00,857.1858223126771,21,1,0,Travel,Mobile App,India,0,2,4,72,0,18-25,1797,0,0.7459829519907145,0.7426815733032707,0.06050758508317178,3.976330007275452,0.5054723707754493,1510.0050220997293,463.24444414194033,0,0
TXN00000026,2024-12-13 08:26:00,81.81828822545762,16,6,1,Online Shopping,Mobile App,India,0,4,11,419,0,36-45,1558,0,0.59805953434796,0.6018040937556836,0.9969170541054413,6.740318573071042,0.18198458808994541,2878.668812101177,830.406633063666,0,0
TXN00000027,2024-04-18 20:10:00,35.69105771226218,3,4,0,ATM,Mobile App,India,1,1,36,1120,0,46-55,1888,0,0.17958790042054906,0.7379960344097649,0.7372065301689826,3.2884964553924085,0.6009947880681901,3119.4207107702714,191.90634395401807,0,0
TXN00000028,2024-09-24 03:21:00,6.839861262908308,5,0,1,ATM,Mobile App,Abroad,0,7,13,1033,1,26-35,217,0,0.6462947990293307,0.009435281202190171,0.8196561273941624,3.7137256883698484,-0.8316314911237833,297.02818687351044,363.35909926045105,0,1
TXN00000029,2024-04-13 19:43:00,63.92582515331229,2,3,1,Grocery,USSD,Abroad,0,3,29,684,1,55+,3048,0,0.28372497220061244,0.8483360678697722,0.9047173321330099,3.7373913601129063,0.12904937747068698,3471.3022984122413,732.3465950749555,0,1
TXN00000030,2024-11-10 03:26:00,40.86292592382069,21,1,1,Grocery,POS Terminal,India,0,8,22,8,0,26-35,124,0,0.1515714210525113,0.050549696600775795,0.7612655485311912,2.3491500781121255,1.7722335471221313,1560.480564539999,504.877347994228,0,0
TXN00000031,2024-02-15 15:25:00,8.171323193537207,10,1,0,ATM,Web,India,0,2,33,1153,0,26-35,900,0,0.3547013613833071,0.5155450312998071,0.37826453311151675,3.2478480972561403,0.1187833089309149,1802.2928690074384,46.34639233506388,0,0
TXN00000032,2024-03-31 06:21:00,50.57976512948552,3,6,0,Travel,Mobile App,India,0,6,36,25,0,36-45,963,1,0.9236805519366865,0.03145192816542852,0.0317144646316313,3.997981997382173,-1.2667538704017385,3010.144514314555,129.39537472067374,0,0
TXN00000033,2024-02-28 18:54:00,6.522397778956664,11,3,1,Healthcare,POS Terminal,India,0,2,21,839,0,46-55,2095,0,0.6176502290647264,0.7532424703244831,0.0833775236456542,5.578306958982474,-1.1725394781423197,2857.217564448836,490.973035184373,0,0
TXN00000034,2024-08-09 13:10:00,506.0647738694274,22,3,0,Travel,USSD,India,0,3,46,958,0,26-35,2736,0,0.5606955707453554,0.27461813768966215,0.02353635620950134,7.653691209438274,-1.5093261961083253,965.1226673605814,846.270886980519,1,0
TXN00000035,2024-08-16 10:27:00,127.95119963315892,9,1,0,ATM,USSD,India,0,1,2,880,0,26-35,564,1,0.7306953196683486,0.44517634398367145,0.9039262275096147,4.030468694361564,-1.3112125668961574,2631.475764801317,301.70993137947187,0,0
TXN00000036,2024-07-08 22:58:00,21.775655428323155,13,4,1,Travel,USSD,India,1,5,19,493,1,36-45,3400,0,0.41953862078536663,0.9850585549740997,0.4744800008176451,3.1298834666977386,-0.9371832531026265,3400.8436579402387,426.0269019228785,1,0
TXN00000037,2024-08-18 00:36:00,79.6531206920682,17,0,0,Fuel,Mobile App,India,0,4,27,893,0,36-45,1271,0,0.5754595030065648,0.7526032924276803,0.998287039243956,0.8021883185784211,0.46165759548970964,3334.300044398153,897.3155843465897,0,0
TXN00000038,2024-12-05 22:12:00,5.988377308139921,5,6,0,Online Shopping,Mobile App,India,0,9,45,184,0,18-25,549,1,0.25259873711382963,0.11261621947284406,0.38820323826268976,5.8971728336669464,1.0857284789713149,473.05597852487455,155.57099400007647,1,0
TXN00000039,2024-06-27 08:40:00,7.334685057752998,4,4,0,Online Shopping,Mobile App,India,0,9,17,752,0,26-35,3032,0,0.47809810259760255,0.9529305501682184,0.40420111978240036,4.5982910007571585,-1.5938349830514693,3548.850754053116,566.0017899977964,1,0
TXN00000040,2024-11-24 15:34:00,15.368050683429448,1,5,0,Restaurant,Web,India,0,3,6,1321,0,18-25,1004,1,0.7742977743913501,0.47255209482295035,0.21379400449541963,4.643539122579092,-0.09514039288410768,1881.2713647016603,280.11274524035133,0,0
TXN00000041,2024-08-30 16:17:00,37.19386614773679,12,2,0,ATM,Mobile App,India,0,3,33,1424,1,36-45,2649,0,0.7254842526060136,0.8357805039186059,0.32734147590981433,6.865557243951284,0.04577273789454258,1862.4708029235835,805.650678426454,1,0
TXN00000042,2024-07-07 03:36:00,72.41428778207987,22,2,0,ATM,Mobile App,India,1,0,45,1177,0,36-45,1721,0,0.8033308680757314,0.12928542019363276,0.32701025632943737,2.80038123285302,0.05984528256814535,4671.268038959645,856.4235676715682,1,0
TXN00000043,2024-06-15 14:51:00,72.98929114853712,13,2,1,Travel,Mobile App,India,1,2,42,681,1,46-55,3531,0,0.5870904154247856,0.11107418611293796,0.9795519186480867,6.519480317885473,1.3932747858550045,4413.888758901597,936.1136840132971,0,0
TXN00000044,2024-06-15 09:49:00,3.905729849098525,2,1,0,Travel,Mobile App,India,0,4,11,751,0,36-45,1560,0,0.8440559850449468,0.2636336118592436,0.14977013883954193,3.5904103677789636,0.21175182112674232,1662.3679420076999,129.37117407054987,1,0
TXN00000045,2024-05-22 09:21:00,46.45770060624168,22,6,0,Grocery,Web,India,0,1,33,445,0,26-35,2218,0,0.11436865280479902,0.029732379747927862,0.9428133012689185,0.18086373571896655,-0.5229599098136274,1594.3484569135344,889.1753219640952,0,0
TXN00000046,2024-10-16 15:53:00,10.6322236722654,10,6,0,Entertainment,Mobile App,India,0,6,45,49,0,26-35,212,0,0.9222942087191546,0.6131358928797805,0.9344374863157253,3.8067530474371436,-0.7794703006495134,689.2892252530394,34.47847216457267,0,0
TXN00000047,2024-02-17 07:48:00,0.059729247247661744,21,0,0,Grocery,Mobile App,India,0,2,20,474,0,26-35,1989,0,0.126302795962563,0.17939758747745949,0.6262386150502814,4.339104004899444,0.397161913811137,619.1997872239848,395.51451210560685,0,0
TXN00000048,2024-06-23 23:55:00,39246.870247877036,2,0,0,Entertainment,USSD,Abroad,0,7,36,1356,1,18-25,3488,0,0.6548240922622414,0.9465887276510786,0.5986654273803504,4.542692230679526,0.8903451756404496,588.6638784976228,71.06319823971985,1,1
TXN00000049,2024-06-27 03:08:00,11.052963124660023,3,6,1,Online Shopping,POS Terminal,India,0,1,37,298,0,55+,1588,0,0.6249657471308838,0.9966938043468,0.3313798705166755,8.250473784757828,-0.0543829837800604,861.2741546022302,50.456756785232756,0,0
TXN00000050,2024-03-14 23:30:00,12.350489423357098,12,5,1,Online Shopping,Mobile App,India,0,7,33,633,0,36-45,1385,0,0.725508032985217,0.9199843412624995,0.40110430534275,5.062743291842255,-1.634170234501434,399.4894439356428,354.1191425610979,0,0
TXN00000051,2024-11-15 16:17:00,8.101326954245966,3,1,0,Entertainment,Mobile App,Abroad,0,4,45,63,1,36-45,2611,0,0.2852860759635497,0.26544949591968636,0.22832557671678477,4.743071722833141,0.019548057308028173,1869.9765690829436,385.61369985094285,0,1
TXN00000052,2024-11-15 06:53:00,10.01593705886048,3,1,1,ATM,USSD,Abroad,0,8,14,1375,1,36-45,320,0,0.6578118387625315,0.43321952194185165,0.3699829130104938,4.962210052826543,0.22671035258774874,3338.008199167304,222.5820758893058,1,1
TXN00000053,2024-05-24 15:01:00,37.43684463594652,22,1,0,Online Shopping,POS Terminal,India,0,8,29,156,0,26-35,1696,0,0.052560222010842206,0.3464720788657646,0.5019026202275338,4.656618245862817,0.8791145254739092,3305.526400165546,442.55996331404776,1,0
TXN00000054,2024-08-24 20:57:00,815.3574844033249,12,0,1,ATM,Mobile App,India,1,5,8,513,0,26-35,849,1,0.34893903364876233,0.3941561047503658,0.8377569877674028,0.594178967790009,1.0842668786624143,1565.7899431438098,454.09645228311115,0,0
TXN00000055,2024-08-06 20:19:00,37.01423827650733,22,1,0,Travel,Mobile App,India,0,2,17,578,0,36-45,3144,1,0.6819465073707117,0.8238429703009957,0.32456142455020986,2.8129281542326483,-2.429193652433024,1197.565383959703,619.2040537746457,0,0
TXN00000056,2024-04-29 07:49:00,28.584807818394697,9,3,1,Healthcare,Mobile App,India,1,0,16,1371,0,36-45,2579,1,0.4545362178540534,0.3777820379917989,0.3911824922149155,5.369976741534895,0.1592692297339685,721.3718183076527,12.671373646627515,0,0
TXN00000057,2024-07-07 18:36:00,1700.5127654910764,5,3,1,Restaurant,Mobile App,Abroad,1,0,19,682,1,26-35,1869,0,0.9967756622918467,0.9034972762281258,0.1402523768795615,3.310950365153029,1.8489868660459512,2426.1281083838603,743.3524483534172,0,1
TXN00000058,2024-10-31 20:14:00,19.12902736901455,12,3,1,Restaurant,USSD,India,0,4,1,946,0,26-35,1144,1,0.4849119526591804,0.06296058309509,0.10019287320808501,1.5602342327174834,0.5118955354279632,2147.916785422403,98.57227210210162,1,0
TXN00000059,2024-05-20 11:23:00,56.95712496231269,23,1,0,Fuel,Mobile App,India,0,9,35,1332,0,36-45,1818,0,0.6734405572035028,0.4109313039387281,0.010291323617732662,6.856245732627391,-0.9646136786797866,3864.6863200463886,313.17311836088777,0,0
TXN00000060,2024-05-16 15:29:00,8.64395186108776,16,3,0,Grocery,Mobile App,India,0,1,47,523,0,26-35,2103,0,0.7971662741695836,0.007599808330216562,0.7689925749797168,2.086147246910897,0.07174452842508491,4756.694499047597,500.73232945189517,1,0
TXN00000061,2024-06-03 23:25:00,1588.0577408854422,5,6,0,Healthcare,Mobile App,India,0,9,1,516,0,46-55,1889,0,0.8764587471138332,0.3581491079129875,0.5587927959180777,3.922542068279978,0.7187052612634378,3405.8185673628045,512.8154830035251,0,0
TXN00000062,2024-12-04 19:19:00,444.5313050671513,1,5,0,Fuel,Mobile App,India,0,8,31,1408,1,26-35,2023,0,0.5754846710892271,0.31675465657650914,0.5507350383263553,4.315322326907011,1.4097222066692412,1334.3216185452793,240.19045910561965,1,0
TXN00000063,2024-09-02 12:11:00,40.20636276888281,16,1,0,Restaurant,Web,India,0,2,44,1061,0,46-55,1801,0,0.7554189769829308,0.7332744193976957,0.15072830636770151,5.840250489459029,2.226474946317083,489.78494382424014,506.90905796795727,0,0
TXN00000064,2024-07-01 18:00:00,24.559860818373497,11,5,0,Online Shopping,Mobile App,India,0,3,24,1371,0,18-25,975,0,0.8493399241711325,0.4786378662023415,0.739933757112004,6.47730022366104,-0.13321757593214473,1982.2049411593423,129.90080938830027,0,0
TXN00000065,2024-06-02 09:24:00,51.229784259418594,22,3,0,Healthcare,Mobile App,India,0,9,45,1425,0,36-45,2710,0,0.15122285335939756,0.39628212128250273,0.49152158736871576,4.77476668120656,-1.3159102967481804,2750.043651130029,355.08668888109395,0,0
TXN00000066,2024-01-17 03:27:00,41.39809406848421,5,1,0,Grocery,Mobile App,India,0,9,19,265,0,26-35,2939,0,0.252369755443438,0.5633922838851396,0.5308618499792241,1.0843986213968086,-0.8156906672094653,4657.164018152545,234.09107035049593,1,0
TXN00000067,2024-01-17 21:00:00,2.47529769440364,4,4,0,Grocery,POS Terminal,India,0,1,0,623,1,26-35,2450,0,0.022889474823373668,0.027019947302491798,0.9641084072914369,2.635354925167925,0.7654485028433903,2923.5242394913753,443.9610906109731,1,0
TXN00000068,2024-11-20 12:01:00,475.9605167804168,4,2,0,Fuel,Mobile App,India,0,1,23,518,0,55+,1233,0,0.6362517789768697,0.7756513728711478,0.6736263545642295,1.877485850146871,-0.7087529718305663,2761.5384671031543,421.1669506346484,0,0
TXN00000069,2024-08-30 07:51:00,34.66478879084644,8,4,0,Grocery,Mobile App,India,0,2,23,749,1,26-35,2427,1,0.5786910968387609,0.32921044140653855,0.8116262962778819,5.991687931212819,0.19712996357438814,2276.7645033565773,705.0923570203196,1,0
TXN00000070,2024-07-09 12:09:00,6385.965507094981,5,2,0,Restaurant,Mobile App,Abroad,0,5,31,1281,1,26-35,840,0,0.8327092961525108,0.5038990239226557,0.5940476383433078,5.666946075037874,-1.3876830931481003,1086.389453872062,707.6909294248327,0,1
TXN00000071,2024-10-27 05:15:00,126.92945015630715,2,2,1,Travel,Mobile App,India,0,6,13,759,0,36-45,913,1,0.4651107420263675,0.9398016703979029,0.6379181444844211,0.5156606731262122,0.889865253558289,285.931854631761,671.899344502384,1,0
TXN00000072,2024-12-24 17:48:00,0.3526873529270129,22,3,0,Online Shopping,Mobile App,India,1,4,41,786,0,55+,1337,0,0.5915805285377177,0.9231312490757839,0.9448782606937971,4.263353366879212,-0.7882882578531717,379.927721779442,62.18263328396279,0,0
TXN00000073,2024-06-13 07:04:00,4.2070138650054645,19,2,1,Fuel,Mobile App,India,0,7,9,1038,0,36-45,2381,1,0.8284998878485283,0.760543947352369,0.9855805788472785,3.975228193733033,1.2327447259998692,2358.8804344280643,760.7248087010477,0,0
TXN00000074,2024-09-18 17:36:00,0.7466862365820538,4,2,0,Online Shopping,USSD,India,0,0,29,1420,1,18-25,721,0,0.039369918028076545,0.49288478514453027,0.38038719672751264,4.193589865411949,0.007669793654691018,2071.453981240907,311.67598505129934,0,0
TXN00000075,2024-02-04 00:24:00,12.034723433481888,4,4,1,Entertainment,Mobile App,Abroad,1,1,7,72,1,26-35,876,0,0.10746706763130065,0.573481331448176,0.5920404881021226,5.299532494115644,0.784207131992402,3547.8627533176546,247.6734669745373,0,1
TXN00000076,2024-07-29 08:38:00,2.080892007662672,11,2,1,Fuel,USSD,India,0,4,32,326,0,46-55,1434,1,0.3038331173712254,0.14501284922844004,0.8718077639260947,1.89605207182583,1.5430904821530234,4595.803690493843,426.0506983414903,0,0
TXN00000077,2024-07-02 19:52:00,90.48055635923274,6,1,0,Entertainment,Mobile App,India,0,0,17,468,0,46-55,2498,0,0.23268235880839805,0.8683870523396254,0.6730892737296028,1.5080310510380204,-0.8618884524021384,3502.236499227741,0.7964741497036298,1,0
TXN00000078,2024-03-24 10:31:00,29.01547524478065,9,5,0,ATM,Mobile App,India,0,9,29,1271,0,18-25,1968,0,0.17381610997215513,0.16106280451037813,0.49467286301048885,6.099079571993951,-0.010273956227385358,3813.8208308958065,533.6757013493118,1,0
TXN00000079,2024-11-12 12:48:00,617.2202479091183,4,6,0,Healthcare,Mobile App,Abroad,0,6,15,849,1,36-45,3252,0,0.028421084235448424,0.7543583094409924,0.6974150097980849,2.737476530373799,0.1943333602603908,2830.3728426482144,99.17877017288646,0,1
TXN00000080,2024-04-02 21:27:00,50.592373047812146,16,5,0,Grocery,USSD,India,1,2,19,53,0,18-25,2771,1,0.983870019788687,0.9023106048925249,0.4954616555421266,3.169233750224266,-1.0680193389642,1650.4847916129488,229.14364793559906,0,0
TXN00000081,2024-04-04 16:10:00,33.7635515356485,4,1,0,Travel,Mobile App,India,1,5,34,1009,0,18-25,1006,0,0.6716593084427879,0.057762112221668604,0.8304894487209725,3.2466423446573636,-1.3879893691550647,2475.446746850203,730.2629879490918,0,0
TXN00000082,2024-11-29 20:34:00,3000.1389958851983,14,6,1,ATM,USSD,India,0,9,45,49,1,55+,609,1,0.6718941306359466,0.8179623347510077,0.5294461733860034,8.023352400279045,0.30271901367739523,924.7129623164204,443.28552596379956,1,0
TXN00000083,2024-07-28 11:28:00,85.25487230915422,8,3,0,Entertainment,Mobile App,India,0,6,34,912,0,36-45,797,1,0.7270419265843983,0.549244623172928,0.5492017178602384,2.9813013130180464,0.047174588715296555,2113.584958124863,664.0318270743039,1,0
TXN00000084,2024-01-10 17:06:00,111.77241726717641,3,6,1,Grocery,POS Terminal,Abroad,1,4,8,635,1,18-25,2194,1,0.9504748028168496,0.6242924253350506,0.6732211555805906,1.4174989872989778,-1.1522028792215155,3512.1911575666054,210.32259849590073,1,1
TXN00000085,2024-03-30 19:12:00,23.618943727199696,5,6,0,ATM,Mobile App,Abroad,1,6,8,1005,1,26-35,368,1,0.47399954740554373,0.5394215792110928,0.5469887594769215,5.39661851661131,-2.5374858013500883,1886.2741056296597,77.95826775392311,0,1
TXN00000086,2024-01-09 19:06:00,5.197475197125118,12,4,0,Online Shopping,POS Terminal,India,0,2,30,1072,0,36-45,833,0,0.6657605484141979,0.7478295716771381,0.7341144775151354,0.8012757217599187,0.13865451742897414,2013.3756089893157,359.9673698243748,1,0
TXN00000087,2024-07-27 21:24:00,254.9333240831084,17,6,0,Restaurant,Web,India,1,7,42,429,0,55+,712,0,0.8839760648699587,0.8416134002134825,0.3195981310417866,2.7125437246658963,-0.992414454056601,4367.6287459331415,639.8310854409199,0,0
TXN00000088,2024-04-03 11:53:00,226.19376420157218,16,6,0,Fuel,Mobile App,India,0,6,38,410,0,18-25,2060,1,0.4588004966535575,0.025952166758857254,0.23195197756407981,3.636845840530066,0.7029383711792538,3202.889890245552,68.34986869807392,0,0
TXN00000089,2024-07-19 16:38:00,1265.4176159903895,23,0,1,Grocery,Mobile App,India,0,3,31,523,0,18-25,2643,0,0.56937779163054,0.47062391974951956,0.7577836972001252,4.179108756249794,1.5396995450149529,220.0681206564965,297.9740962386583,0,0
TXN00000090,2024-07-16 18:46:00,142.28373340865178,8,5,0,Travel,Mobile App,India,1,6,45,567,0,18-25,3592,1,0.21174717568292445,0.03337877123818633,0.7778527651336614,4.408197548895269,0.4200813843819333,234.5211521475521,784.9780163290495,0,0
TXN00000091,2024-01-22 04:55:00,24.87328473078815,9,4,1,Travel,Mobile App,India,0,9,13,1121,0,36-45,2674,0,0.5553150981776531,0.27828868173739374,0.6005556642408044,4.367713873846122,-1.2710363271983542,3718.1765142162403,844.9904101416728,0,0
TXN00000092,2024-09-17 21:53:00,151.71754833383724,4,5,1,Fuel,Web,India,0,4,42,397,0,26-35,2596,1,0.6474392769174586,0.8582742363897378,0.5770311261283345,9.931279422157065,0.46015061183334177,4764.761573239385,212.79000378934708,0,0
TXN00000093,2024-08-31 22:39:00,46.497511526032994,10,0,0,Travel,Mobile App,India,1,9,35,667,0,26-35,2551,0,0.11713305990643985,0.12740006210945498,0.22422584961231073,2.031592296320286,-0.5677971388461919,4669.186119912534,656.7419323814994,0,0
TXN00000094,2024-12-05 23:30:00,308.2065786798133,21,2,0,Restaurant,Mobile App,India,0,4,6,958,0,36-45,3313,1,0.5376022508831992,0.4422040723028081,0.09132053440632815,4.538355483707227,1.055449372871413,201.38100538458258,994.0234083875492,1,0
TXN00000095,2024-11-13 01:11:00,787.3427385702988,14,0,1,Travel,Mobile App,India,0,2,31,524,0,26-35,1951,0,0.19410962783194496,0.8518930139058176,0.01658080750575841,2.3601150894114102,0.8655324052254435,2206.8585739700543,108.47385432146217,0,0
TXN00000096,2024-07-08 15:49:00,38.973709648308,1,2,0,ATM,Mobile App,India,1,6,26,1007,0,26-35,886,0,0.751046727077307,0.883445617014089,0.7021975404523961,5.115147073257842,0.22760717636314784,2048.0902619286653,466.0296298814116,0,0
TXN00000097,2024-01-18 00:58:00,5324.932328004845,2,5,0,Healthcare,Mobile App,Abroad,1,3,7,772,1,18-25,779,0,0.8926980848705693,0.27690959519636205,0.856598637781499,6.755132531177012,1.5918417955025674,890.3006115862721,123.7686134336844,1,1
TXN00000098,2024-05-20 01:04:00,587.9809416673814,19,6,0,Healthcare,Mobile App,India,0,6,15,1295,0,18-25,2275,0,0.994425611943332,0.7820821861132544,0.9822363040850258,5.806931007421142,0.5649202537902835,3193.0248199551406,341.68076524204326,1,0
TXN00000099,2024-12-07 03:14:00,56.56377026106377,23,4,1,Online Shopping,POS Terminal,India,0,6,20,1244,1,26-35,59,1,0.03421900143348433,0.14054293081705072,0.9669620890597644,5.885855000989915,0.9715027314045797,835.7210694856308,536.945684982054,0,0
TXN00000100,2024-04-06 15:42:00,208.8229053858937,23,4,0,Entertainment,Mobile App,India,0,9,7,559,0,36-45,1922,0,0.5510694062440851,0.5085251178511044,0.9227742249377253,3.8836518845714467,-0.5292551006302991,2995.4409470381456,594.9923629903607,0,0
TXN00000101,2024-11-24 03:25:00,100.58405780257233,13,3,1,Fuel,POS Terminal,India,0,3,45,846,0,26-35,2942,1,0.575360856694866,0.6068500751898027,0.24979993739102335,3.0904497732668785,2.3843770097855375,3770.4204826663486,175.50398856299222,1,0
TXN00000102,2024-04-19 22:58:00,57.05341792797549,4,5,1,Entertainment,Mobile App,India,1,1,45,41,0,46-55,1986,0,0.8790347364548831,0.5142261256375288,0.10515634433252474,0.8828860781366612,0.0897720039483915,1653.9305012194845,899.1634287593301,0,0
TXN00000103,2024-05-07 19:44:00,2505.6165549285697,23,3,0,ATM,Mobile App,India,0,5,12,221,0,36-45,697,0,0.5692718116843386,0.4656202960516381,0.11788600378502656,4.2425336512285625,-0.777098858248247,1319.9941592047169,570.5190996689752,1,0
